label,Account type,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Savings type,Length of current employment,Instalment per cent,Marital Status,Guarantors,Duration in Current address,Most valuable available asset,Age,Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Foreign Worker
1,4,6.0,4,3,1898.0,5,3,1,3,1,2,1,34.0,3,2,2,2,2,1
1,2,6.0,3,9,1449.0,2,5,1,1,1,2,3,31.0,1,2,2,3,2,1
1,4,15.0,3,2,960.0,4,4,3,2,1,2,2,30.0,3,2,2,3,1,1
1,4,36.0,2,1,7882.375,1,3,1,2,1,2,2,30.0,1,2,1,3,1,1
1,4,9.0,2,2,2301.0,2,2,2,2,1,4,2,22.0,3,1,1,3,1,1
1,4,6.0,3,9,1743.0,2,3,1,3,1,2,1,34.0,3,2,2,2,1,1
1,2,12.0,2,2,983.0,4,2,1,2,1,4,1,19.0,3,1,1,2,1,1
1,4,18.0,3,3,2320.0,1,1,2,4,1,3,1,34.0,3,2,2,3,1,1
1,1,12.0,1,8,339.0,1,5,4,4,1,1,3,45.0,1,2,1,2,1,1
1,3,24.0,2,3,5152.0,1,4,4,3,1,2,3,25.0,1,2,1,3,1,1
1,3,24.0,2,2,3749.0,1,2,2,2,1,4,3,26.0,3,2,1,3,1,1
1,4,9.0,4,3,3074.0,5,3,1,3,1,2,1,33.0,3,2,2,3,2,1
0,3,9.0,2,3,745.0,1,3,3,2,1,2,1,28.0,3,2,1,2,1,1
1,4,24.0,2,0,1469.0,2,5,4,4,1,4,1,41.0,3,1,1,2,1,1
1,1,6.0,2,2,1374.0,1,3,1,3,1,2,1,36.0,1,2,1,2,1,1
1,4,6.0,1,0,783.0,5,3,1,3,3,2,1,26.0,2,2,1,2,2,1
1,1,21.0,2,3,2606.0,1,2,4,2,1,4,2,28.0,3,1,1,4,1,1
1,4,42.0,0,1,7882.375,5,3,2,3,1,2,2,39.0,3,2,1,2,2,1
1,4,12.0,4,3,930.0,5,5,4,3,1,4,1,64.5,3,2,4,3,1,1
1,4,42.0,4,1,2751.0,5,5,4,3,1,3,3,38.0,3,2,2,3,2,1
1,4,6.0,4,0,250.0,4,3,2,2,1,2,1,41.0,1,2,2,2,1,1
1,2,24.0,2,0,1201.0,1,2,4,3,1,1,2,26.0,3,2,1,3,1,1
1,1,6.0,2,0,662.0,1,2,3,3,1,4,1,41.0,3,2,1,2,2,1
1,4,15.0,2,1,1300.0,5,5,4,3,1,4,4,45.0,1,3,1,3,2,1
1,4,24.0,1,9,1559.0,1,4,4,3,1,4,3,40.0,1,2,1,3,1,1
1,3,12.0,2,3,3016.0,1,3,3,4,1,1,3,24.0,3,2,1,3,1,1
1,4,15.0,4,3,1360.0,1,3,4,3,1,2,2,31.0,3,2,2,3,1,1
1,4,6.0,0,0,1204.0,2,3,4,3,1,1,4,35.0,1,1,1,3,1,2
1,4,10.0,2,0,1597.0,3,3,3,3,1,2,4,40.0,3,1,1,2,2,2
1,4,12.0,2,3,2073.0,2,3,4,2,2,2,1,28.0,3,2,1,3,1,1
1,4,11.0,2,9,2142.0,4,5,1,1,1,2,1,28.0,3,2,1,3,1,1
1,1,10.0,4,2,2132.0,5,2,2,2,2,3,1,27.0,3,1,2,3,1,2
1,4,10.0,2,0,1546.0,1,3,3,3,1,2,1,31.0,3,2,1,2,2,2
1,4,24.0,4,0,1287.0,4,5,4,2,1,4,1,37.0,3,2,2,3,1,1
1,4,10.0,2,0,1418.0,2,3,3,3,1,2,1,35.0,3,1,1,2,1,2
1,3,6.0,4,0,1343.0,1,5,1,3,1,4,1,46.0,3,2,2,3,2,2
1,4,18.0,2,0,2662.0,5,4,4,3,1,3,2,32.0,3,2,1,3,1,2
1,4,18.0,4,3,6070.0,1,5,3,3,1,4,3,33.0,3,2,2,3,1,1
1,4,24.0,4,6,1927.0,5,3,3,2,1,2,3,33.0,3,2,2,3,1,1
1,4,18.0,4,3,2404.0,1,3,2,2,1,2,3,26.0,3,2,2,3,1,1
1,4,6.0,4,3,1554.0,1,4,1,2,1,2,3,24.0,3,1,2,3,1,1
1,4,22.0,2,0,1283.0,5,4,4,2,1,4,2,25.0,3,1,1,3,1,1
1,4,24.0,3,0,717.0,5,5,4,4,1,4,3,54.0,3,2,2,3,1,1
1,1,24.0,2,2,1747.0,1,2,4,3,2,1,2,24.0,3,2,1,2,1,2
1,1,9.0,4,5,1288.0,2,5,3,3,3,4,1,48.0,3,2,2,3,2,2
1,1,10.0,4,0,1038.0,1,4,4,3,2,3,2,49.0,3,2,2,3,1,1
1,4,10.0,2,1,2848.0,2,3,1,3,2,2,1,32.0,3,2,1,3,2,1
1,4,12.0,2,1,1413.0,4,4,3,3,1,2,2,55.0,3,2,1,3,1,2
1,4,30.0,4,3,3077.0,5,5,3,3,1,2,3,40.0,3,2,2,3,2,1
1,1,24.0,1,1,3632.0,1,3,1,2,3,4,3,22.0,1,1,1,3,1,2
1,4,18.0,4,1,3229.0,5,1,2,3,1,4,4,38.0,3,2,1,4,1,1
1,4,9.0,2,0,3577.0,2,3,1,3,3,2,1,26.0,3,1,1,3,2,2
1,4,12.0,4,0,682.0,2,4,4,2,1,3,3,51.0,3,2,2,3,1,1
1,4,10.0,2,3,1924.0,1,3,1,3,1,4,2,38.0,3,2,1,3,1,2
1,4,10.0,2,6,727.0,3,5,4,3,1,4,4,46.0,3,3,1,3,1,1
1,3,10.0,4,0,781.0,1,5,4,3,1,4,4,63.0,3,3,2,3,1,1
1,1,12.0,4,0,2121.0,1,3,4,3,1,2,2,30.0,3,2,2,3,1,1
1,4,12.0,4,6,701.0,1,3,4,3,1,2,3,32.0,3,2,2,3,1,1
1,4,10.0,4,2,2069.0,5,3,2,4,1,1,3,26.0,3,2,2,3,1,2
1,4,24.0,2,0,1525.0,4,4,4,2,1,3,3,34.0,3,2,1,3,2,1
1,4,42.0,4,9,7629.0,5,5,4,1,1,2,3,46.0,1,2,2,4,2,1
0,1,12.0,4,0,3499.0,1,3,3,2,2,2,1,29.0,3,2,2,3,1,1
1,4,6.0,2,3,1346.0,2,5,2,3,1,4,4,42.0,1,3,1,3,2,1
1,4,36.0,4,1,7882.375,5,5,2,3,1,4,4,42.0,3,3,2,3,1,1
1,1,24.0,2,1,2924.0,1,3,3,3,3,4,4,63.0,1,2,1,3,2,1
1,4,10.0,4,0,1231.0,1,5,3,3,1,4,1,32.0,3,2,2,2,2,2
1,3,18.0,2,0,1961.0,1,5,3,2,1,2,3,23.0,3,2,1,4,1,1
1,4,15.0,4,0,5045.0,5,5,1,2,1,4,3,59.0,3,2,1,3,1,1
1,4,12.0,4,0,1255.0,1,5,4,3,1,4,1,61.0,3,2,2,2,1,1
1,1,12.0,2,2,1858.0,1,2,4,2,1,1,3,22.0,3,1,1,3,1,1
1,4,6.0,4,2,1221.0,5,3,1,4,1,2,2,27.0,3,2,2,3,1,1
1,4,9.0,2,2,1388.0,1,3,4,2,1,2,1,26.0,3,1,1,3,1,1
1,4,12.0,2,3,2279.0,5,3,4,3,1,4,4,37.0,3,3,1,3,1,1
1,4,12.0,0,2,2759.0,1,5,2,3,1,4,2,34.0,3,2,2,3,1,1
1,3,24.0,2,3,1258.0,3,3,3,2,1,3,3,57.0,3,2,1,2,1,1
1,2,12.0,0,8,1410.0,1,3,2,3,1,2,1,31.0,3,2,1,2,1,1
1,1,15.0,2,0,1403.0,1,3,2,2,1,4,3,28.0,3,1,1,3,1,1
1,1,24.0,2,2,3021.0,1,3,2,1,1,2,1,24.0,3,1,1,2,1,1
1,1,24.0,2,9,6568.0,1,3,2,4,1,2,3,21.0,2,2,1,2,1,1
1,4,24.0,4,3,2578.0,4,5,2,3,1,2,3,34.0,3,2,1,3,1,1
1,2,24.0,4,1,7758.0,4,5,2,2,1,4,4,29.0,3,1,1,3,1,1
1,1,6.0,2,4,343.0,1,2,4,2,1,1,1,27.0,3,2,1,3,1,1
1,4,21.0,3,2,1591.0,2,4,4,3,1,3,1,34.0,3,2,2,4,1,1
1,1,27.0,2,3,3416.0,1,3,3,3,1,2,3,27.0,3,2,1,4,1,1
0,1,12.0,0,5,1108.0,1,4,4,3,1,3,1,28.0,3,2,2,3,1,1
1,2,27.0,3,1,5965.0,1,5,1,3,1,2,3,30.0,3,2,2,4,1,1
1,2,15.0,2,5,1514.0,2,3,4,3,3,2,1,22.0,3,2,1,3,1,1
1,4,30.0,4,3,6742.0,5,4,2,3,1,3,2,36.0,3,2,2,3,1,1
1,1,18.0,2,2,3650.0,1,2,1,2,1,4,3,22.0,3,1,1,3,1,1
1,1,21.0,2,2,3599.0,1,4,1,2,1,4,3,26.0,3,1,1,2,1,1
1,4,42.0,4,0,7882.375,5,5,2,3,1,4,4,63.0,1,3,1,4,1,1
1,2,9.0,2,0,276.0,1,3,4,4,1,4,1,22.0,3,1,1,2,1,1
1,4,42.0,4,2,4041.0,3,3,4,3,1,4,1,36.0,3,2,2,3,1,1
1,2,9.0,2,3,458.0,1,3,4,3,1,3,1,24.0,3,2,1,3,1,1
0,2,9.0,2,2,918.0,1,3,4,2,1,1,2,30.0,3,2,1,3,1,1
1,4,24.0,2,0,7393.0,1,3,1,3,1,4,2,43.0,3,2,1,2,2,1
1,3,10.0,2,4,1225.0,1,3,2,3,1,2,3,37.0,3,2,1,3,1,1
1,1,24.0,2,1,2812.0,5,5,2,2,1,4,1,26.0,3,1,1,3,1,1
1,4,15.0,2,1,3029.0,1,4,2,3,1,2,3,33.0,3,2,1,3,1,1
1,3,12.0,4,0,1480.0,3,1,2,3,1,4,4,64.5,1,3,3,1,1,1
1,3,6.0,4,6,1047.0,1,3,2,2,1,4,2,50.0,3,2,1,2,1,1
1,4,15.0,4,3,1471.0,1,3,4,3,1,4,4,35.0,3,3,2,3,1,1
1,4,24.0,2,2,5511.0,2,3,4,3,1,1,3,25.0,2,2,1,3,1,1
1,2,9.0,2,3,1206.0,1,5,4,2,1,4,1,25.0,3,2,1,3,1,1
1,2,24.0,3,3,6403.0,1,2,1,3,1,2,3,33.0,3,2,1,3,1,1
1,4,12.0,2,3,707.0,1,3,4,3,1,2,1,30.0,1,2,2,3,1,1
1,4,12.0,3,1,1503.0,1,3,4,4,1,4,1,41.0,3,1,1,3,1,1
1,2,12.0,2,0,6078.0,1,4,2,3,1,2,3,32.0,3,2,1,3,1,1
1,2,27.0,2,9,2528.0,1,2,4,2,1,1,2,32.0,3,2,1,3,2,1
1,2,12.0,2,9,1037.0,2,4,3,3,1,4,1,39.0,3,2,1,2,1,1
1,1,6.0,2,1,1352.0,3,1,1,2,1,2,2,23.0,3,1,1,1,1,1
1,4,24.0,2,3,3181.0,1,2,4,2,1,4,2,26.0,3,2,1,3,1,1
1,4,18.0,2,3,4594.0,1,2,3,3,1,2,3,32.0,3,2,1,3,1,1
1,2,42.0,2,10,5381.0,5,1,3,3,1,4,4,40.0,1,3,1,1,1,1
1,4,15.0,2,1,4657.0,1,3,3,3,1,2,3,30.0,3,2,1,3,1,1
1,2,9.0,2,9,1391.0,1,3,2,4,1,1,1,27.0,1,2,1,3,1,1
1,2,18.0,2,9,1913.0,4,2,3,4,1,3,1,36.0,1,2,1,3,1,1
1,4,42.0,2,3,7166.0,5,4,2,4,1,4,2,29.0,3,1,1,3,1,1
1,4,13.0,2,3,1409.0,2,1,2,2,1,4,1,64.0,3,2,1,3,1,1
1,4,24.0,3,9,2978.0,5,3,4,3,1,4,1,32.0,3,2,2,3,2,1
1,4,12.0,4,3,976.0,5,5,4,3,1,4,3,35.0,3,2,2,3,1,1
1,4,24.0,3,9,2375.0,3,3,4,3,1,2,3,44.0,3,2,2,3,2,1
1,4,12.0,4,3,522.0,3,5,4,3,1,4,2,42.0,3,2,2,3,2,1
1,4,28.0,4,3,2743.0,1,5,4,3,1,2,3,29.0,3,2,2,3,1,1
1,4,11.0,4,3,1154.0,2,1,4,2,1,4,1,57.0,3,2,3,2,1,1
1,4,24.0,4,1,5804.0,4,3,4,3,1,2,1,27.0,3,2,2,3,1,1
1,4,18.0,4,3,1169.0,5,3,4,3,1,3,2,29.0,3,2,2,3,1,1
1,1,15.0,4,2,1478.0,1,5,4,3,1,4,3,44.0,3,2,2,3,2,1
1,4,12.0,2,3,776.0,1,3,4,4,1,2,1,28.0,3,2,1,3,1,1
1,2,11.0,4,0,1322.0,4,3,4,2,1,4,3,40.0,3,2,2,3,1,1
1,2,16.0,4,0,1175.0,1,1,2,3,1,3,3,64.5,3,3,3,1,1,1
1,4,12.0,2,0,2133.0,5,5,4,2,1,4,4,52.0,3,3,1,4,1,1
1,4,15.0,4,3,1829.0,1,5,4,3,1,4,3,46.0,3,2,2,3,1,1
1,4,12.0,4,3,717.0,1,5,4,3,1,4,1,52.0,3,2,3,3,1,1
1,2,39.0,3,6,7882.375,2,4,2,3,1,3,4,32.0,3,1,1,3,1,1
0,2,9.0,4,6,1501.0,1,5,2,2,1,3,3,34.0,3,2,2,4,1,1
1,1,12.0,2,6,1200.0,5,3,4,2,1,4,2,23.0,1,1,1,3,1,1
1,2,9.0,2,0,3195.0,5,3,1,2,1,2,1,33.0,3,2,1,2,1,1
1,4,30.0,4,3,4530.0,1,4,4,2,1,4,3,26.0,3,1,1,4,1,1
0,4,12.0,3,5,1555.0,4,5,4,3,1,4,4,55.0,3,3,2,3,2,1
1,2,15.0,4,9,2326.0,3,3,2,3,1,4,3,27.0,1,2,1,3,1,1
1,2,18.0,4,9,1887.0,5,3,4,4,1,4,1,28.0,1,2,2,3,1,1
1,4,12.0,4,9,1264.0,5,5,4,3,1,4,4,57.0,3,1,1,2,1,1
1,4,7.0,3,3,846.0,5,5,3,3,1,4,4,36.0,3,3,1,3,1,1
1,4,15.0,4,6,1532.0,2,3,4,2,1,3,3,31.0,3,2,1,3,1,1
1,4,6.0,3,3,935.0,1,3,3,2,1,2,1,24.0,3,2,1,3,1,1
1,1,27.0,4,9,2442.0,1,5,4,3,1,4,3,43.0,2,2,4,4,2,1
1,2,18.0,4,9,3590.0,1,1,3,4,1,3,3,40.0,3,2,3,1,2,1
1,4,21.0,4,2,2288.0,1,2,4,2,1,4,2,23.0,3,2,1,3,1,1
1,4,27.0,3,9,5117.0,1,4,3,3,1,4,3,26.0,3,2,2,3,1,1
1,1,39.0,4,2,7882.375,5,4,4,3,1,4,2,30.0,3,2,2,4,1,1
1,4,15.0,2,3,1386.0,5,3,4,4,1,2,1,40.0,3,1,1,3,1,1
1,4,12.0,4,3,618.0,1,5,4,3,1,4,1,56.0,3,2,1,3,1,1
1,4,12.0,2,2,1574.0,1,3,4,3,1,2,1,50.0,3,2,1,3,1,1
1,4,6.0,4,3,700.0,5,5,4,3,1,4,4,36.0,3,3,2,3,1,1
1,4,12.0,2,3,886.0,5,3,4,2,1,2,3,21.0,3,2,1,3,1,1
1,4,36.0,2,1,4686.0,1,3,2,3,1,2,4,32.0,3,3,1,4,1,1
1,2,9.0,2,3,790.0,3,3,4,2,1,3,1,64.5,3,2,1,2,1,1
0,2,12.0,2,3,766.0,3,3,4,3,1,3,1,64.5,3,2,1,2,1,1
1,1,20.0,2,2,2212.0,5,4,4,3,1,4,3,39.0,3,2,1,3,1,1
1,2,10.0,2,0,7308.0,1,1,2,3,1,4,4,64.5,1,3,1,4,1,1
1,2,24.0,4,6,5743.0,1,2,2,2,1,4,4,24.0,3,3,2,3,1,1
1,1,14.0,2,0,3973.0,1,1,1,3,1,4,4,22.0,3,3,1,3,1,1
1,2,42.0,3,3,7418.0,5,3,1,3,1,1,1,27.0,3,2,1,2,1,1
1,2,20.0,3,10,2629.0,1,3,2,3,1,3,3,29.0,1,2,2,3,1,1
1,2,18.0,2,9,1941.0,4,3,4,3,1,2,2,35.0,3,2,1,2,1,1
1,2,24.0,3,2,2333.0,5,2,4,3,1,2,2,29.0,1,2,1,2,1,1
1,4,12.0,2,1,2445.0,5,2,2,4,1,4,3,26.0,3,1,1,3,1,1
1,2,20.0,2,1,6468.0,5,1,1,1,1,4,1,60.0,3,2,1,4,1,1
1,2,18.0,4,2,7374.0,1,1,4,3,1,4,2,40.0,2,2,2,4,1,1
1,4,15.0,2,1,3812.0,2,2,1,2,1,4,3,23.0,3,2,1,3,1,1
0,1,28.0,2,0,4006.0,1,3,3,3,1,2,3,45.0,3,2,1,2,1,1
1,2,12.0,2,0,7472.0,5,1,1,2,1,2,1,24.0,3,1,1,1,1,1
1,3,12.0,2,2,1424.0,5,5,3,2,1,4,1,55.0,3,2,1,4,1,1
1,2,12.0,2,1,2028.0,5,3,4,3,1,2,3,30.0,3,2,1,3,1,1
1,4,15.0,2,0,5324.0,3,5,1,2,1,4,4,35.0,3,3,1,3,1,1
1,2,36.0,2,3,2323.0,1,4,4,3,1,4,3,24.0,3,1,1,3,1,1
1,4,12.0,2,6,1393.0,1,5,4,3,1,4,2,47.0,1,2,3,3,2,1
1,4,18.0,2,2,1984.0,1,3,4,3,1,4,4,47.0,1,3,2,3,1,1
1,4,24.0,2,3,999.0,5,5,4,3,1,2,3,25.0,3,2,2,3,1,1
1,4,36.0,2,9,7409.0,5,5,3,3,1,2,2,37.0,3,2,2,3,1,1
1,4,15.0,2,2,2186.0,5,4,1,2,1,4,1,33.0,1,1,1,2,1,1
1,3,36.0,2,3,4473.0,1,5,4,3,1,2,3,31.0,3,2,1,3,1,1
1,4,24.0,2,8,937.0,1,2,4,4,1,3,3,27.0,3,2,2,2,1,1
1,4,18.0,2,2,3422.0,1,5,4,3,1,4,2,47.0,1,2,3,3,2,1
1,4,24.0,2,3,3105.0,5,2,4,3,1,2,3,25.0,3,2,2,3,1,1
1,4,12.0,4,6,2748.0,1,5,2,2,1,4,4,57.0,1,3,3,2,1,1
1,2,18.0,2,5,3872.0,1,1,2,2,1,4,3,64.5,3,2,1,3,1,1
1,4,27.0,2,5,5190.0,5,5,4,3,1,4,2,48.0,3,2,4,3,2,1
1,2,18.0,2,2,3001.0,1,4,2,2,1,4,1,40.0,3,1,1,3,1,1
1,4,24.0,3,9,3863.0,1,3,1,3,1,2,4,32.0,3,3,1,3,1,1
1,4,12.0,4,2,5801.0,5,5,2,3,1,4,2,49.0,3,1,1,3,1,2
1,4,12.0,4,2,1592.0,4,4,3,2,1,2,2,35.0,3,2,1,3,1,1
1,4,12.0,4,9,1185.0,1,3,3,2,1,2,1,27.0,3,2,2,3,1,1
1,4,18.0,4,2,3780.0,1,2,3,1,1,2,3,35.0,3,2,2,4,1,1
1,2,18.0,4,2,3612.0,1,5,3,2,1,4,2,37.0,3,2,1,3,1,2
1,4,12.0,2,9,1076.0,1,3,2,4,1,2,1,26.0,3,2,1,3,1,1
1,4,12.0,2,0,3527.0,5,2,2,3,1,3,2,45.0,3,2,1,4,2,1
1,4,18.0,2,3,2051.0,1,2,4,3,1,1,1,33.0,3,2,1,3,1,1
1,4,12.0,4,2,3331.0,1,5,2,3,1,4,2,42.0,2,2,1,3,1,1
1,1,18.0,0,9,3104.0,1,4,3,3,1,1,2,31.0,1,2,1,3,1,1
1,4,24.0,4,3,2611.0,1,5,4,4,2,3,1,46.0,3,2,2,3,1,1
1,1,12.0,4,1,1409.0,1,5,4,3,1,3,1,54.0,3,2,1,3,1,1
1,4,24.0,2,3,1311.0,2,4,4,4,1,3,2,26.0,3,2,1,3,1,1
1,4,6.0,2,3,2108.0,1,4,2,4,1,2,1,29.0,3,1,1,3,1,1
1,4,24.0,4,1,4042.0,5,4,3,3,1,4,2,43.0,3,2,2,3,1,1
1,4,12.0,4,0,926.0,1,1,1,2,1,2,2,38.0,3,2,1,1,1,1
1,1,12.0,2,3,1680.0,3,5,3,4,1,1,1,35.0,3,2,1,3,1,1
1,4,24.0,2,0,1249.0,1,2,4,4,1,2,1,28.0,3,2,1,3,1,1
1,4,24.0,4,0,2463.0,2,4,4,4,1,3,2,27.0,3,2,2,3,1,1
1,4,6.0,2,3,1595.0,1,4,3,3,1,2,2,51.0,3,2,1,3,2,1
1,4,24.0,4,5,2058.0,1,3,4,1,1,2,1,33.0,3,2,2,3,1,1
1,4,24.0,2,1,7814.0,1,4,3,3,1,3,3,38.0,3,2,1,4,1,1
1,4,6.0,4,3,1740.0,1,5,2,4,1,2,1,30.0,3,1,2,3,1,1
1,4,12.0,4,3,1240.0,5,5,4,2,1,2,1,38.0,3,2,2,3,1,1
1,4,24.0,4,1,6842.0,5,3,2,3,1,4,2,46.0,3,2,2,4,2,1
1,4,24.0,4,2,5150.0,1,5,4,3,1,4,3,33.0,3,2,1,3,1,1
1,1,6.0,2,0,1203.0,2,5,3,3,1,2,2,43.0,3,2,1,3,1,1
1,4,6.0,4,0,2080.0,3,3,1,4,1,2,3,24.0,3,2,1,3,1,1
1,4,6.0,2,6,1538.0,1,2,1,2,1,2,4,56.0,3,2,1,3,1,1
1,2,24.0,4,0,3878.0,2,2,4,1,1,2,3,37.0,3,2,1,3,1,1
1,2,30.0,2,2,3832.0,1,2,2,4,1,1,2,22.0,3,2,1,3,1,1
1,4,15.0,2,0,3186.0,4,4,2,2,1,3,3,20.0,3,1,1,3,1,1
1,2,24.0,2,3,2896.0,2,2,2,3,1,1,3,29.0,3,2,1,3,1,1
1,2,24.0,3,9,6967.0,2,4,4,3,1,4,3,36.0,3,1,1,4,1,1
0,4,36.0,2,6,1819.0,1,3,4,3,1,4,4,37.0,2,3,1,3,1,1
0,4,24.0,2,3,5943.0,5,2,1,2,1,1,3,44.0,3,2,2,3,1,1
0,4,36.0,4,2,7127.0,1,2,2,2,1,4,2,23.0,3,1,2,3,1,1
0,4,36.0,2,2,3349.0,1,3,4,2,1,2,3,28.0,3,2,1,4,1,1
0,4,36.0,2,2,7882.375,1,1,4,2,1,2,3,26.0,3,2,2,4,1,1
1,4,6.0,2,3,518.0,1,3,3,2,1,1,1,29.0,3,2,1,3,1,1
1,4,18.0,2,3,1126.0,5,2,4,2,1,2,1,21.0,3,1,1,3,1,1
1,2,12.0,4,1,1860.0,1,1,4,3,1,2,3,34.0,3,2,2,4,1,1
1,4,36.0,4,3,7882.375,1,3,2,2,1,2,3,31.0,2,2,2,3,1,1
1,1,12.0,2,3,701.0,1,3,4,4,1,2,1,40.0,3,2,1,2,1,1
1,2,12.0,2,3,2930.0,1,4,2,2,1,1,1,27.0,3,2,1,3,1,1
1,4,18.0,2,3,1505.0,1,3,4,3,1,2,4,32.0,3,3,1,4,1,1
1,4,18.0,4,3,2238.0,1,3,2,2,1,1,3,25.0,3,2,2,3,1,1
1,4,4.0,4,3,1503.0,1,4,2,3,1,1,1,42.0,3,2,2,2,2,1
1,4,24.0,4,1,2197.0,5,4,4,3,1,4,3,43.0,3,2,2,3,2,1
1,3,12.0,2,3,1881.0,1,3,2,2,1,2,3,44.0,3,1,1,2,1,1
1,1,18.0,4,3,1880.0,1,4,4,4,1,1,2,32.0,3,2,2,4,1,1
1,1,18.0,2,3,2389.0,1,2,4,2,1,1,3,27.0,2,2,1,3,1,1
1,2,24.0,2,3,1967.0,1,5,4,2,1,4,3,20.0,3,2,1,3,1,1
1,4,4.0,4,0,3380.0,1,4,1,2,1,1,1,37.0,3,2,1,3,2,1
1,4,4.0,4,0,1455.0,1,4,2,3,1,1,1,42.0,3,2,3,2,2,1
1,4,7.0,4,3,730.0,5,5,4,3,1,2,2,46.0,3,1,2,2,1,1
1,2,18.0,0,2,3244.0,1,3,1,2,1,4,3,33.0,1,2,2,3,1,1
0,2,9.0,2,3,1670.0,1,2,4,2,1,2,3,22.0,3,2,1,3,1,1
1,2,42.0,2,3,3979.0,5,4,4,3,1,1,3,41.0,3,2,2,3,2,1
0,2,12.0,2,2,1922.0,1,3,4,3,1,2,2,37.0,3,2,1,2,1,1
1,2,18.0,4,2,1295.0,1,2,4,2,1,1,2,27.0,3,2,2,3,1,1
1,4,4.0,4,3,1544.0,1,4,2,3,1,1,1,42.0,3,2,3,2,2,1
1,2,8.0,2,9,907.0,1,2,3,4,1,2,1,26.0,3,2,1,3,1,1
1,2,30.0,2,3,1715.0,5,3,4,2,1,1,3,26.0,3,2,1,3,1,1
1,3,10.0,4,3,1347.0,5,4,4,3,1,2,2,27.0,3,2,2,3,1,1
1,2,12.0,2,0,1007.0,4,3,4,4,1,1,1,22.0,3,2,1,3,1,1
1,4,12.0,4,2,1402.0,3,4,3,2,1,4,3,37.0,3,1,1,3,1,1
1,2,12.0,2,0,2002.0,1,4,3,3,1,4,2,30.0,3,1,1,3,2,1
1,4,12.0,4,6,2096.0,1,4,2,3,1,3,1,49.0,3,2,1,2,2,1
1,4,12.0,2,0,1101.0,1,3,3,4,1,2,1,27.0,3,2,2,3,1,1
1,4,10.0,2,8,894.0,5,4,4,2,1,3,2,40.0,3,2,1,3,1,1
1,2,11.0,2,2,1577.0,4,2,4,2,1,1,1,20.0,3,2,1,3,1,1
1,4,33.0,3,9,2764.0,1,3,2,2,1,2,3,26.0,3,2,2,3,1,1
1,2,42.0,0,0,7882.375,3,2,1,2,1,1,3,30.0,3,2,2,3,1,1
1,3,12.0,2,2,1474.0,1,2,4,2,1,1,2,33.0,1,2,1,4,1,1
1,4,24.0,2,1,5433.0,5,1,2,2,1,4,2,26.0,3,1,1,4,1,1
1,2,14.0,2,9,1410.0,3,5,1,4,1,2,1,35.0,3,2,1,3,1,1
1,4,20.0,4,0,3485.0,5,2,2,1,1,4,1,44.0,3,2,2,3,1,1
1,4,18.0,4,1,3850.0,1,4,3,3,1,1,3,27.0,3,2,2,3,1,1
0,2,42.0,2,0,7408.0,2,2,4,2,1,2,2,24.0,3,2,1,4,1,1
1,3,24.0,2,3,1377.0,2,5,4,2,1,2,4,47.0,3,3,1,3,1,1
1,4,30.0,3,9,4272.0,2,3,2,3,1,2,2,26.0,3,2,2,2,1,1
1,2,24.0,3,3,1553.0,2,4,3,2,1,2,2,23.0,3,1,2,3,1,1
1,2,36.0,3,9,7882.375,2,4,1,3,1,3,2,31.0,3,2,2,2,2,1
1,4,6.0,4,0,362.0,2,3,4,2,1,4,3,52.0,3,2,2,2,1,1
1,4,12.0,4,2,1935.0,1,5,4,3,1,4,1,43.0,3,2,3,3,1,1
1,4,42.0,2,3,7882.375,5,4,4,3,1,3,3,37.0,2,2,1,3,1,1
1,3,12.0,2,0,1330.0,1,2,4,3,1,1,1,26.0,3,2,1,3,1,1
1,4,36.0,2,6,7882.375,5,3,2,3,1,4,4,35.0,3,3,1,2,2,1
1,2,26.0,2,1,7882.375,1,2,2,3,1,3,3,30.0,3,2,2,3,1,1
1,2,30.0,1,2,3496.0,4,3,4,3,1,2,3,34.0,2,2,1,3,2,1
1,2,36.0,2,1,6948.0,1,3,2,3,1,2,3,35.0,3,1,1,4,1,1
1,2,42.0,0,9,7882.375,5,3,2,3,1,2,3,48.0,1,2,1,4,1,1
0,1,36.0,2,2,3446.0,1,5,4,3,1,2,3,42.0,3,2,1,3,2,1
0,1,12.0,2,6,684.0,1,3,4,3,1,4,3,40.0,3,1,1,2,2,1
0,1,33.0,4,2,4281.0,3,3,1,2,1,4,3,23.0,3,2,2,3,1,1
0,1,42.0,2,3,7174.0,5,4,4,2,1,3,3,30.0,3,2,1,4,1,1
0,1,24.0,1,3,1546.0,1,4,4,3,3,4,3,24.0,1,1,1,2,1,1
0,1,24.0,2,2,2359.0,2,1,1,1,1,1,2,33.0,3,2,1,3,1,1
0,4,24.0,2,3,3621.0,2,5,2,3,1,4,3,31.0,3,2,2,3,1,1
0,1,12.0,2,4,741.0,2,1,4,2,1,3,2,22.0,3,2,1,3,1,1
0,1,12.0,2,2,7865.0,1,5,4,3,1,4,4,53.0,3,3,1,4,1,1
1,1,24.0,2,1,2910.0,1,4,2,3,1,1,4,34.0,3,3,1,4,1,1
1,1,18.0,4,0,5302.0,1,5,2,3,1,4,4,36.0,3,3,3,4,1,1
